,links,price,vehicle_model,regdate,mileage,motorpower,valorFipe,pricewrtfipe,error
283,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxr-2014-ipva-pago-978294218,74900,HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,2014,119000,2.0 - 2.9,70158,1.0675902961886028,0.044782552636492445
324,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-flex-ano-2013-1020103922,35900,VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,2013,100000,1.0,33079,1.0852806916774993,0.04480964768283924
789,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-spin-1-8-ltz-mec-2017-1019910395,68900,GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.,2017,65000,1.8,64254,1.0723067824571233,0.04551591060946558
702,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/spacefox-comfortline-1-6-1011652645,29990,VW - VOLKSWAGEN SPACEFOX COMFORTLINE 1.6 MI T.FLEX 8V 5P,2008,94000,1.6,27652,1.0845508462317373,0.04563999819605935
596,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mercedes-c-180-2012-impecavel-oportunidade-estudo-trocas-1019988507,76900,MERCEDES-BENZ C-180 CGI CLASSIC 1.8 16V 156CV AUT.,2012,118000,1.8,72040,1.0674625208217656,0.0457058223967266
368,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-srv-d4-d-4x4-3-0-tdi-dies-aut-2012-diesel-1020080412,169900,TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUT,2012,146964,3.0 - 3.9,157249,1.080452021952445,0.045932723615836446
707,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-1-4mt-lt-2019-1019946711,73900,GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,2019,33000,1.4,68056,1.085870459621488,0.046211251891098204
510,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-allure-1-5-flex-8v-5p-2014-flex-1020043749,44900,PEUGEOT 208 ALLURE 1.5 FLEX 8V 5P,2014,75000,1.5,42931,1.0458642938669027,0.04658350699184388
367,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-2012-automatico-unica-dona-1020080506,48500,HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.,2012,104000,1.4,47321,1.0249149426258954,0.047391658445085194
162,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-ii-2021-apenas-3mil-km-1017735140,79900,GM - CHEVROLET HATCH LT 1.0 12V FLEX 5P MEC,2021,3370,1.0,72943,1.0953758414104164,0.04766493840495456
228,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-tucson-1-6-16v-t-gdi-gls-867205359,199000,HYUNDAI TUCSON GLS 1.6 TURBO 16V AUT.,2022,0,1.6,182837,1.0884011441885395,0.04775983726703403
533,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-1-6-se-2017-1012732311,74900,FORD ECOSPORT SE 1.6 16V FLEX 5P AUT.,2017,75000,1.6,67434,1.110715662722069,0.048166860166102055
334,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/jetta-tsi-2-0-1020040395,103000,VW - VOLKSWAGEN JETTA HIGHLINE 2.0 TSI 16V 4P TIPTRONIC,2016,47000,2.0 - 2.9,94680,1.0878749471905365,0.04820725534478676
264,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-1-4-highline-4p-972037219,129900,VW - VOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,2020,46000,1.4,121101,1.0726583595511185,0.048830990029360644
105,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/focus-2018-1020162690,75000,FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,2018,64400,2.0 - 2.9,68842,1.0894512071119375,0.049612176384551177
578,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/lifan-x60-com-teto-solar-1020004521,51900,LIFAN X60 1.8 16V 128CV 5P MEC.,2016,70000,1.8,49348,1.0517143551916999,0.05035661854352358
253,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hilux-cd-sr-2019-1020121664,235900,TOYOTA HILUX CD SR 4X4 2.8 TDI DIESEL AUT.,2019,79212,2.0 - 2.9,223061,1.057558246398967,0.05086063147263897
495,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2011-completo-1-0-1020047254,27900,FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,2011,88230,1.0,25508,1.093774502116983,0.0510403029899269
579,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/prisma-1-4-lt-manual--baixa-km-unico-dono-1020004493,73900,GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,2019,39000,1.4,68056,1.085870459621488,0.051220415387947416
116,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-ix35-gls-2-0-flex-automatica-964680916,78990,HYUNDAI IX35 GLS 2.0 16V 2WD FLEX AUT.,2015,100000,2.0 - 2.9,80176,0.9852075434045101,0.051227278780230034
418,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-completo-otimo-estado-de-conservacao-956181814,31900,FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,2013,94712,1.0,28339,1.1256572214968772,0.05156890551285809
216,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/uno-94-1-0-1020163739,5500,FIAT UNO MILLE  ELX  2P E 4P,1994,111122,1.0,8696,0.6324747010119596,0.05157875150286628
89,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-sx3-automatico-top-couro-58-000km-raridade-financio-1019552713,63900,KIA MOTORS CERATO 1.6 16V  FLEX  AUT.,2014,58000,1.6,58592,1.090592572364828,0.05214112078400013
115,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/corsa-1-8-ss-1020182800,25900,GM - CHEVROLET CORSA HAT. SS 1.8 MPFI 8V FLEXPOWER 5P,2006,150000,1.8,24333,1.0643981424403075,0.05243141759157521
137,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-attractive-1-0-2016-4-pts-completo-1002006752,43990,FIAT UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,2016,89,1.0,40448,1.0875692246835442,0.052710524358422495
763,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-2019-1019930028,99900,JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,2019,65000,1.8,92861,1.075801466708306,0.05272888820226518
35,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/caminhonete-s10-1020203311,20000,GM - CHEVROLET S10 PICK-UP LUXE 2.2 MPFI / EFI,1996,164036,2.0 - 2.9,20551,0.9731886526203104,0.05337359490082605
467,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-etios-x-sedan-1-5-flex-16v-4p-mec-1013972672,65900,TOYOTA ETIOS X SEDAN 1.5 FLEX 16V 4P MEC.,2018,39593,1.5,59682,1.1041855165711605,0.05339733399830204
326,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/audi-q3-1-4-tsfi-2017-1017568594,124000,AUDI Q3 1.4 TFSI/TFSI FLEX S-TRONIC 5P,2017,83000,1.4,123664,1.0027170397205332,0.05497697281486025
629,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiorino-1-4-completa-2016-1019980147,64900,FIAT FIORINO FURGÃO CELEB. EVO 1.4 FLEX 8V 2P,2016,98000,1.4,59419,1.09224322186506,0.055157821971284715
398,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-spirit-vhc-1-0-2008-completo-1018703114,20990,GM - CHEVROLET CORSA SED CLASS.SPIRIT 1.0/1.0 FLEXPOWER,2008,97000,1.0,20317,1.0331249692375843,0.055941192659813455
679,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-frontier-sl-2-5-2014-diesel-1017394470,134990,NISSAN FRONTIER SL CD 4X4 2.5TB DIESEL AUT,2014,116000,2.0 - 2.9,122926,1.0981403445975628,0.056143615260894064
171,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/focus-ghia-2-0-automatico-1020167647,38000,FORD FOCUS GHIA  2.0 16V/ 2.0 16V FLEX 5P AUT,2010,119000,2.0 - 2.9,35131,1.0816657652785289,0.05697208894622929
557,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/s10-pick-up-luxe-2-8-4x2-cd-tb-int-dies-1020008568,65000,GM - CHEVROLET S10 PICK-UP LUXE 2.8 4X2 CD TB INT.DIES.,2003,211065,2.0 - 2.9,56711,1.1461621202235899,0.05720019544488264
534,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/spin-premier-1-8l-at-flex-1020030024,99980,GM - CHEVROLET SPIN PREMIER 1.8 8V ECONO.FLEX 5P AUT.,2020,27983,1.8,91935,1.087507478109534,0.05738503076180357
33,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-1-4-lx-16v-flex-aut-2014-impecavel-1017755889,56990,HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.,2014,92000,1.4,54161,1.05223315669947,0.05802254213545832
503,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/s10-pronta-para-o-trabalho-1020045077,58900,GM - CHEVROLET S10 P-UP ADVANT. 2.4/2.4 MPFI F.POWER CD,2011,150000,2.0 - 2.9,55911,1.0534599631557295,0.058525762222035094
95,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/carro-corolla-mais-top-da-categoria-1020185309,64900,TOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.,2011,93100,2.0 - 2.9,58968,1.1005969339302673,0.05903118709061794
383,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/sandero-zen-1-0-2021-1020077456,65900,RENAULT SANDERO ZEN FLEX 1.0 12V 5P MEC.,2021,37500,1.0,58482,1.1268424472487262,0.05917346427495973
202,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/focus-sedan-2-0-automatico-893451448,56900,FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,2014,88000,2.0 - 2.9,52334,1.087247296212787,0.059511421397564934
567,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2-0-glx-2009-top-de-linha-1020006775,37900,FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,2009,109000,2.0 - 2.9,33789,1.121666814643819,0.0606312873143362
554,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-1-6-privilege-8v-flex-4p-manual-1020008671,30900,RENAULT SANDERO PRIVILÈGE HI-FLEX 1.6 8V 5P,2010,106100,1.6,28154,1.0975349861476167,0.06110805432072319
435,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-i30-2011-completo-cw-80-000km-perfeito-estado-1020062586,45000,HYUNDAI I30 2.0 16V 145CV 5P MEC.,2011,80000,2.0 - 2.9,40610,1.108101452844127,0.06122229637919485
499,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-up-move-1-0-tsi-total-flex-12v-financia-ate-60x-1020046163,66900,VW - VOLKSWAGEN UP! MOVE 1.0 TSI TOTAL FLEX 12V 5P,2018,0,1.0,60225,1.1108343711083437,0.06143144145034252
716,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/versa-branco-com-gnv-1009474851,51000,NISSAN VERSA S 1.0 12V FLEXSTART 4P MEC.,2017,92000,1.0,48248,1.0570386337257502,0.06165559836919743
704,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/vera-cruz-gls-3-8-v6-1005959557,53900,HYUNDAI VERACRUZ GLS 3.8 4WD AUT.,2011,146000,3.0 - 3.9,53813,1.0016167097169828,0.06282083196103394
446,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chery-tiggo-8-1-6-tgdi-txs-880136948,201990,CHERY TIGGO 8 TXS 1.6 TURBO TGDI AUT,2022,0,1.6,184483,1.0948976328442188,0.06323389962221837
639,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/palio-1-8r-1019978241,31900,FIAT PALIO 1.8R MPI FLEX 8V 4P,2010,108,1.8,31711,1.0059600769449086,0.06399984369644696
242,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vende-se-peugeot-307-1020158984,15500,PEUGEOT 307 SOLEIL/ PRESENCE 1.6/1.6 FLEX 16V 5P,2005,0,1.6,16526,0.9379160111339707,0.06415185048980387
138,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/saveiro-1-6-trend-2014-completa-placa-i-rs-doc-em-dia-impecavel-1020179922,47900,VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6 MI TOTAL FLEX 8V,2014,90000,1.6,44112,1.0858723249909321,0.06462867605620759
22,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-jetta-2-5-variant-4p-990046926,58900,VW - VOLKSWAGEN JETTA VARIANT 2.5 20V 170CV TIPTRONIC,2011,107703,2.0 - 2.9,54521,1.080317675757965,0.06757589003628572
307,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-attract-1-4-998161511,39900,FIAT PALIO WEEK. ATTRACTIVE 1.4 FIRE FLEX 8V,2013,999,1.4,36468,1.094109904573873,0.06881191748494331
741,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/land-rover-discovery4-se-3-0-4x4-tdv6-sdv6-die-aut-2016-diesel-1019936727,264900,LAND ROVER DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,2016,96303,3.0 - 3.9,239702,1.105122193390126,0.06908897521165924
780,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxl-1-8-flex-aut-2011-1019924471,57900,HONDA CIVIC SED. LXL/ LXL SE 1.8 FLEX 16V AUT.,2011,1234,1.8,52392,1.1051305542830967,0.0691987807780603
680,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/duster-dynamique-1-6-aut-cvt-vermelho-completo-impecavel-1012122331,85800,RENAULT DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.,2019,49000,1.6,79366,1.0810674596174685,0.07257597669271099
624,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-1-6-sv-2015-1015088769,46900,NISSAN MARCH SV 1.6 16V FLEX FUEL,2015,46967,1.6,42202,1.1113217383062415,0.07365438046412276
457,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/i30-gls-teto-solar-impecavel-1005096579,50900,HYUNDAI I30 2.0 16V 145CV 5P AUT.,2012,0,2.0 - 2.9,45558,1.1172571227885333,0.07375672048339288
508,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/astra-unico-dono-1020044337,36900,GM - CHEVROLET ASTRA ADVANT. 2.0 MPFI 8V FLEXP. 5P AUT.,2010,1,2.0 - 2.9,32632,1.130791860750184,0.07491656501181199
494,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/megane-dynamique-1-6-veiculo-impecavel-ipva-2022-pago-1020047378,25900,RENAULT MEGANE SEDAN DYNAMIQUE HI-FLEX 1.6 16V,2008,112000,1.6,22719,1.1400149654474228,0.0753519924027195
541,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/zafira-2010-2011-2-0-mpfi-expression-8v-flex-4p-automatico-1013660605,38970,GM - CHEVROLET ZAFIRA EXPRES. 2.0 MPFI FLEXPOWER 5P AUT,2011,127000,2.0 - 2.9,34451,1.1311718092363066,0.07550283175448813
540,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-maverick-2-0-lariat-fx4-ecoboost-automatico-1020027562,259900,FORD MAVERICK LARIAT FX4 2.0 ECOBOOST AUT.,2022,180,2.0 - 2.9,235125,1.1053694843168527,0.07554553752386006
183,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ecosport-1-6-xls-2007-completa-cambio-manual-doc-em-dia-linda-impecavel-1020166783,31900,FORD ECOSPORT XLS 1.6/ 1.6 FLEX 8V 5P,2007,94000,1.6,28443,1.1215413282705762,0.07608910435949312
403,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-lt-1-4-8v-flex-1020071712,54900,GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,2015,99400,1.4,49539,1.108217767819294,0.07646944867788186
580,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-hi-flex-1-0-16v-5p-1020004230,31900,RENAULT SANDERO EXPRESSION HI-FLEX 1.0 16V 5P,2012,93000,1.0,29190,1.092840013703323,0.07712510016403007
240,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/i30-2010-2011-2-0-mpi-16v-gasolina-4p-automatico-1013683510,49900,HYUNDAI I30 2.0 16V 145CV 5P AUT.,2011,111111,2.0 - 2.9,43761,1.1402847284111424,0.0771279935720286
787,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-1-0-vibe-2017-1019910453,51990,RENAULT SANDERO VIBE FLEX 1.0 12V 5P,2017,71000,1.0,46989,1.1064291642724893,0.07727735863419638
749,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/tiguan-2-0-tsi-turbo-2012-automatica-personalizada-kit-black-piano-carro-diferenciado-965227367,73900,VW - VOLKSWAGEN TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5P,2012,108000,2.0 - 2.9,66089,1.1181891086262463,0.07862176801175047
364,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/207-xr-1-4-flex-8v-2009-completo-baixa-km-80-000-lacrado-856733642,22900,PEUGEOT 207 XR 1.4 FLEX 8V 5P,2009,80000,1.4,20254,1.1306408610644811,0.08037521977970674
759,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/sandero-2013-1019930516,28500,RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,2013,107000,1.6,32106,0.8876845449448701,0.08037949630995755
474,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/passat-tsi-2-0-2011-1020051905,67000,VW - VOLKSWAGEN PASSAT TB 2.0 FSI/TSI 211CV TIPTRONIC 4P,2011,101000,2.0 - 2.9,60978,1.0987569287283938,0.0809451881750356
360,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/fiesta-sedan-se-1-0-2014-1020081253,35900,FORD FIESTA SEDAN SE 1.0 8V FLEX 4P,2014,80000,1.0,32240,1.1135235732009925,0.08119470455700828
153,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-1-6-freestyle-impecavel-1012397771,42900,FORD ECOSPORT XLT FREESTYLE 1.6 FLEX 8V 5P,2011,102000,1.6,38540,1.113129216398547,0.08156156035523998
597,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/pajero-dakar-hpe-3-5-v6-4x4-800276186,89980,MITSUBISHI PAJERO DAKAR/HPE 3.5 4X4 FLEX 5P AUT.,2012,117385,3.0 - 3.9,80813,1.1134347196614407,0.08205258722600162
492,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/honda-cr-v-2-0-exl-2009-1014873394,56900,HONDA CR-V EXL 2.0 16V 4WD/2.0 FLEXONE AUT.,2009,170000,2.0 - 2.9,52284,1.0882870476627649,0.0832185676805417
76,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-xrs-1-4-2011-completo-revisado-otimo-estado-1014453052,25900,PEUGEOT 207 XR SPORT 1.4 FLEX 8V 5P,2011,1,1.4,23040,1.1241319444444444,0.08333761468697687
622,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hilux-sw4-srx-4x4-2-8-tdi-16v-dies-aut-890061030,419900,TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES. AUT.,2021,16000,2.0 - 2.9,375591,1.1179714103905578,0.08341835130224773
582,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sandero-1-0-2011-prata-1020003716,26000,RENAULT SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,2011,100153,1.0,24239,1.0726515120260738,0.08513764589202899
718,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/bmw-320ia-2010-1012345553,73900,BMW 320IA,2010,1000,2.0 - 2.9,63465,1.1644213345938705,0.08552482827047347
437,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/grand-vitara-1-6-16v-987012633,38900,SUZUKI GRAND VITARA 1.6 16V AUT.,2001,204000,1.6,28729,1.3540325107034703,0.08592054689835105
261,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/renault-fluence-2-0-2011-1010899205,39500,RENAULT FLUENCE SED. DYNAMIQUE 2.0 16V FLEX MEC.,2011,102257,2.0 - 2.9,35309,1.1186949502959584,0.0861757314559295
760,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/ranger-limited-2014-flex-1019930226,93000,FORD RANGER LIMITED 2.5 16V 4X2 CD FLEX,2014,81000,2.0 - 2.9,93059,0.9993659936169527,0.08682768780732841
34,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-i-trend-1-6-flex-1020203364,46900,VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,2014,74000,1.6,41720,1.1241610738255035,0.08763427545513469
300,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/kicks-1-6-advance-cvt-plus-1020106281,133690,NISSAN KICKS ADVANCE 1.6 16V FLEX AUT,2022,0,1.6,119063,1.1228509276601464,0.08822361674342138
472,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-1-0-16v-1020051946,12000,FIAT PALIO ELX 1.0 MPI FIRE 16V 4P (25 ANOS),2001,162000,1.0,11306,1.0613833362816203,0.08960713698061606
